订单数量,供应商名称
1,北京义翘神州科技有限公司
1,广东医学实验动物中心
3,深圳市南山区恒腾达电子经营部
9,上海韧致贸易中心
1,深圳博瑞科技仪器有限公司
1,深圳博瑞科学仪器有限公司
2,建湖县芦沟镇电热器经营部
2,上海希丙实业有限公司
2,湖南力辰仪器科技有限公司
1,睢宁县姚集镇新晨五金经营部
2,佛山市斯亭真空贸易有限公司
1,深圳市西林电气技术有限公司
12,深圳市南山区毓全实验室设备商行
1,郑州金钻金刚石工具有限公司
1,诸暨市家鑫文具用品商店
1,深圳市南山区泰普商贸行
5,深圳市南山区西部菁英电子经营部
1,深圳市南山区宇星电脑经营部
19,thorlabs
3,星紫（上海）新材料技术开发有限公司
1,北京泰科诺科技有限公司
2,深圳市宝安区新安巴妮蔻科研服务中心
4,上海碧云天生物技术有限公司南通分公司
2,南京凯斯德安全防护用品有限公司
1,淘宝彭朝文
1,宁波福茂通讯科技有限公司
1,广州市择育办公用品有限公司
22,武汉微神科技发展有限公司
1,深圳市力特郎电池有限公司
1,上海雷磁传感器科技有限公司
1,深圳市罗湖区佳胜兴五金商行
1,深圳市搏艺装饰设计工程有限公司
1,献县力量建筑器材经销处
4,深圳市宝创混凝土有限公司
1,深圳市宝安区沙井金早利线材销售部
1,周宁县鸿顺复合材料经营部
1,西安西尔威电子科技有限公司
3,深圳市伯特利装饰设计工程有限公司
4,深圳市佐料生物技术有限公司
1,深圳凯创生物科技有限公司
8,苏州研材微纳科技有限公司
1,深圳深圳宏康悠生物科技有限公司
2,宁波博润新材料科技有限公司
2,北京柏岩科技有限公司
2,广州科适特科学仪器有限公司
1,东莞市豫德机电设备有限公司
29,深圳中拓扑生物科技有限公司
1,东莞市优视自动化科技有限公司
2,深圳市白鳍豚生物科技有限公司
1,上海平轩科学仪器有限公司
1,上海良晶玻璃仪器厂
1,杭州胜利电子仪器有限公司
2,华宇玻璃仪器
2,深圳市冠捷电子商务有限公司
1,深圳市芯时代电子商务有限公司
2,金华馨友贸易有限公司
2,海门市乐豆办公用品经营部
1,苏州高新区狮山春满林贸易商行
1,西安天正药用辅料有限公司
6,大赛璐药物手性技术（上海）有限公司
1,扬州惠民电气设备有限公司
15,北京欣维尔玻璃仪器有限公司
1,沈阳弗仕德科技有限公司
1,东莞市竂步广雅包装制品厂
1,深圳市华南电商科技有限公司
3,深圳市龙岗区乐幻智能经营部
1,上海桂浦声生物科技有限公司
9,华玥创新科技有限公司
1,上海宥露生物科技有限公司
2,芜湖蓝宙电子科技有限公司
1,天津市高仕横源实验室设备销售中心
1,苏州箴全健身体育用品有限公司
1,FMS功能性运动测试套件有限公司
1,杭州咏乐汇贸易有限公司
1,义乌市重桓贸易有限公司
1,北京海东世纪科贸有限公司
7,深圳创异佳精密机械有限公司
1,台州简兮贸易有限公司
9,上海芃圣生物科技有限公司
14,萨恩化学技术（上海）有限公司
2,海门市南葵实验器材经营部
1,上海美钦电气有限公司
1,北京泽佰斯特科技有限公司
1,苏州海帝思电子科技有限公司
1,东莞市欧莱溅射靶材有限公司
1,深圳市通离微纳科技有限公司
1,东营东工电子商务有限公司
1,扬中赛锡实验仪器经营部
1,厦门科川科技有限公司
7,苏州纳凯科技有限公司
2,深圳市宝安区新安得正源电子商行
1,强力胜电线经营部
2,谱焰实业（上海）有限公司
1,深圳市安普康电子有限公司
1,广州市泽锦电子科技有限公司
1,长垣县安顺塑业销售部
2,河南省三善电子商务有限公司
2,广州旭泽生物科技有限公司
1,北京六合华大基因科技有限公司广州分公司
6,深圳艾普诺生物医疗科技有限公司
1,北京诺禾致源科技股份有限公司
1,北京科迈瑞科技有限责任公司
1,索雷博光电
1,杭州延源生物科技有限公司
1,广州市天雕展贸易有限公司
1,北京中诚实意五金交电有限公司
1,清远市峰联电子有限公司
5,九焱科技（深圳）有限公司
1,上海思域化工科技有限公司
1,东莞市寮步霖泰轴承商行
1,东莞市樟木头华辰塑胶原料商行
1,武义科汇仪器有限公司
1,富邦电子科技有限公司
1,联高模具机械配件行
1,深圳汇成五金有限公司
2,苏州星烁纳米科技有限公司
2,上海瞬隽贸易商行
2,海门市真心实验器材经营部
1,佛山市达钊铝业有限公司
2,深圳市龙岗区德信通商店
2,深圳市贝特瑞科技有限公司
1,深圳市贝瑞特科技有限公司
1,上海沃蓝
2,北京博迈斯科技发展有限公司
1,武汉星嘉浦科技有限公司
2,临夏市泰诺科技有限公司
3,国药集团化学试剂有限公司
3,上海安谱实验科技股份有限公司
1,趣梦办公专营店
1,欣想数码电子经营部
2,深圳市畅翔精工科技有限公司
1,中天晨拓科技（北京）有限公司
1,谱镭光电技术有限公司
5,长春益航光电科技有限公司
1,武进区横山桥日月家具经营部
2,深圳市龙华新区昌达利气体服务中心
7,深圳四正柏生物科技有限公司
1,高新园区阪和光电产品经营部
1,上海富恒生物科技有限公司
4,苏州锐材半导体有限公司
1,深圳市无线创新科技有限公司、浙江市硕然电气有限公司、深圳市南山区鸿运通五金材料商店
1,格之格
1,深圳市南山区赛格电子市场
4,苏州工品汇信息科技有限公司
2,江都区浦头镇悦奇教学仪器经营部
6,深圳市亚辉通生物科技有限公司
1,深圳富途锐科技发展有限公司
8,江苏圆周电子商务有限公司上海分公司
1,上海华心图书有限公司
3,上海芯超生物科技有限公司
1,深圳市莱菔生物科技有限公司
1,深圳市铭智星科技有限公司
6,东莞市麻涌鑫诚干冰经营部
1,上海强耀生物科技有限公司
1,item.taobao.com/item.htm?scm=1007.13982.82927.0&id=44455017375&last_time=1539930499
4,昴氏电子贸易有限公司
3,深圳市铧盛精密五金有限公司
4,天津试剂
2,武进区遥观体创教育器材经营部
1,深圳市弘兴科技有限公司
1,泉稷(上海)实业有限公司
5,深圳市汇成丰五金有限公司龙岗分公司
1,广州星瞳信息科技有限责任公司
1,乐清市淘聚贸易有限公司
1,深圳市斯勃五金有限公司龙岗分公司
1,深圳市哇噢电子有限公司
3,东莞市微宏网络科技有限公司
1,河北贝朗科技有限公司
1,东莞市新奇电子科技有限公司
1,深圳市福田区佳泰安防电子经营部
3,深圳市感为电子有限公司
1,深圳市福田区弘成基电子商行
1,深圳华强聚丰电子科技有限公司
2,长沙市望城区海龙电子产品经营部
2,深圳市龙岗区汇成丰螺丝店
1,深圳市光明新区公明志胜包装材料经营部
1,深圳市德维伊光学科技有限公司
1,上海金山国际贸易城市场经营管理有限公司
1,乐清市柳市鑫磊塑料制品店
1,安庆市歌丽尔商贸有限公司
3,慈溪市周巷正浩轴承店
2,北海市铁山港区星邦五金电子经营部
4,东莞市东坑广富传动配件经营部
1,深圳市福田区国家税务局代开九十九
1,东莞市麦科机器人贸易有限公司
1,深圳市速达软件服务中心
1,信红安科学器材销售中心
4,荥阳豫力机械设备有限公司
2,永康市喜尚工贸易有限公司
1,武汉黑麦电子商务有限公司
1,北京金光佳美科技有限公司
1,深圳市兴天美贸易有限公司
2,深圳市胜达捷贸易有限公司
1,乐清市鼎泰气动液压有限公司
3,武汉京东德瑞贸易有限公司
1,东莞京东利昇莫贸易有限公司
1,温州扶泰无障碍设施有限公司
1,温州市扶泰无障碍设施有限公司
1,河南汇曜商贸有限公司
2,山东摩贝生物科技有限公司
1,上海百事得电子有限公司
1,无锡瑞科华泰
2,深圳市利天顺电子有限公司
1,北京新阅文化发展有限公司
5,深圳市科天微电子有限公司
1,北京旷氏文豪文化有限公司
1,常州简尚家具有限公司
2,深圳市妍妍科技有限公司
1,深圳市微科电子科技有限公司
5,宁波远新光电技术有限公司
1,上海鹰谷信息科技有限公司
1,北京馨万家商贸有限公司
1,山东利特纳米技术有限公司
1,北京速得万通电子产品经营部
5,深圳市福卫康生物科技有限公司
1,广州市创联信息技术有限公司
1,北京京东世界信息技术有限公司
1,小米京东自营旗舰店
1,华谊（HYELEC)仪表京
1,绿联维联特专卖店
1,奥松机器人专营店
24,深圳莱菔生物科技有限公司
2,长沙科怡仪器设备有限公司
3,海门市朵恩实验器材经营部
1,莆田市赞牛贸易有限公司
1,沐阳二豆电子商务有限公司
1,沐阳全友绿化工程有限公司
2,河南明海光电子科技有限公司
1,苏州碳丰科技有限公司
3,广州市谱源气体有限公司
1,北京汇龙昌海科贸有限公司第一分公司
1,杭州萧山蜀山大手笔广告设计工作室
1,上海安春仪器有限公司
7,深圳市福田区赛格电子市场佳佳文电子经营部
5,深圳市福田区维利创金电子商行
1,福州英菲迅光电科技
1,成都伊百特电子科技有限公司
2,深圳市云鹰网络科技有限公司
1,上海百甘电子商务有限公司
1,连云港米耀商贸有限公司
1,深圳化试有限公司
11,赛业（苏州）生物科技有限公司
1,青岛光明星科贸有限公司
7,海门市元盛实验器材销售部
4,郑州凯默科电子科技有限公司
1,深圳市袆德科技有限公司
1,波仕电子
12,朗光科技
1,上海市黄浦区朝达电子经营部
5,深圳市慧铭医科技有限公司
2,深圳市宝安区松岗奥斯微电子经营部
1,青岛京东益昌得贸易有限公司
35,深圳莱伯生物科技有限公司
1,上海家驰科技有限公司
1,上海未普光电科技有限公司
1,北京兰博利德商贸有限公司
1,广州白云区太和宏益诚塑胶经营部
1,献县试金五金工具销售部
1,无锡瓯邦诺科技有限公司
1,上海越磁电子科技有限公司
1,丽水市程翔轴承经营部
2,北京南飞工贸有限公司
4,深圳市赣龙贸易有限公司
1,天台金睿汽车用品有限公司
1,义乌市简佳日用品有限公司
2,东海县驼峰乡美东石英制品厂
2,沈阳茂华生物科技有限公司
3,广州雅至生物科技有限公司
1,深圳市南山区新锋数码经营部
4,北京通利华实验动物技术有限公司
1,苏州格勒实验室设备有限公司
1,深圳马利画材专卖店
34,三亚京东佳禹贸易有限公司
1,鑫亨霸
3,深圳诚欣科技有限公司
2,北京慧德易科技有限责任公司
2,东莞市东榕测量仪器有限公司
1,佛山博世特五金商行
1,常州市西坑机电经营部
1,东莞俏巴模具五金配件有限公司
1,深圳市慧铭医科技公司
1,北京安泰可
1,桥西区永诚实验用品经销处
10,北京中原合聚经贸有限公司
1,南京中译图书有限公司
1,徐州豪迪光电科技有限公司
1,徐州市欧科照明电器有限公司
1,中山市古镇光驰照明门市部
1,深圳市创海发电子有限公司
1,桐乡市洲泉黑马照明器材经营部
1,深圳科睿伟业科技有限公司
1,深圳市雅嘉美光电有限公司
2,深圳市华祥达电子有限公司
1,四川兰博环保设备有限公司
6,深圳市真好记贸易行
2,吴中经济技术开发区爱尚园艺经营部
1,山东科快生物科技有限公司
2,东莞寮步
1,扬中市兴福达橡塑有限公司
1,南山区博达
23,selleck（中国，上海蓝木化工有限公司）
1,深圳佳肽生物科技有限公司
5,南京福克赛生物科技有限公司
22,北京维通利华实验动物技术有限公司
11,天台褚褚贸易有限公司
1,上海俊汐工贸有限公司
1,兴化市贝诺特电池有限公司
1,深圳市南山区诚利广五金商行
1,东莞市驰银川东科技有限公司
3,东莞京东利昂贸易有限公司
6,嘉兴科民电子设备技术有限公司
1,乐陵丽舍纺织品有限公司
1,深圳宜居装饰风格材料有限公司
4,广州市谊华科技服务有限公司
2,苏州乌米贸易有限公司
5,GA
1,畅天五金工具店
2,东莞京东利昇贸易公司
1,广州晶东贸易公司
1,深圳市愉康大药房
1,深圳市福田区海纳五金门市部
1,哈尔滨市道外区佰沃化验仪器销售部
1,上海纵信生物科技有限公司
1,无锡晋亚斯商贸有限公司
1,上海缔彩科贸有限公司
2,北京纽比特科技有限公司
1,上海飞轩生物科技有限公司
1,南京建成生物工程研究所有限公司
1,东莞市浩然纸业有限公司
1,哈尔滨宝源实业有限公司
1,优晶慧科技发展（北京）有限公司
1,南京睿琦优电子商务有限公司
1,章瑞
1,北京博雅聚智新技术有限责任公司
9,河南中镜科仪科技有限公司
1,天津海乐威电子
1,汇欧五金家具制造有限公司
1,开化顺生电子科技有限公司
5,无锡市棱谱光学仪器有限公司
1,济南阿尼美汽车配件
1,浙江家超
1,山东原晶电子科技有限公司
2,天天阳光办公专营店
1,深圳拓扑精膜科技有限公司
2,上海柏真化学技术有限公司
1,徐州青藤家居
1,"\n深圳市研顺世纪贸易有限公司"
1,深圳市南山区再兴装饰材料商行
1,重庆市北碚区博科生物制品经营部
